Field	Time	C7:X	C7:Y	C7:Z	CLAV:X	CLAV:Y	CLAV:Z	LANK:X	LANK:Y	LANK:Z	LBHD:X	LBHD:Y	LBHD:Z	LBWT:X	LBWT:Y	LBWT:Z	LELB:X	LELB:Y	LELB:Z	LFHD:X	LFHD:Y	LFHD:Z	LFIN:X	LFIN:Y	LFIN:Z	LFRM:X	LFRM:Y	LFRM:Z	LFWT:X	LFWT:Y	LFWT:Z	LHEE:X	LHEE:Y	LHEE:Z	LKNE:X	LKNE:Y	LKNE:Z	LMT5:X	LMT5:Y	LMT5:Z	LSHN:X	LSHN:Y	LSHN:Z	LSHO:X	LSHO:Y	LSHO:Z	LTHI:X	LTHI:Y	LTHI:Z	LTOE:X	LTOE:Y	LTOE:Z	LUPA:X	LUPA:Y	LUPA:Z	LWRA:X	LWRA:Y	LWRA:Z	LWRB:X	LWRB:Y	LWRB:Z	RANK:X	RANK:Y	RANK:Z	RBAC:X	RBAC:Y	RBAC:Z	RBHD:X	RBHD:Y	RBHD:Z	RBWT:X	RBWT:Y	RBWT:Z	RELB:X	RELB:Y	RELB:Z	RFHD:X	RFHD:Y	RFHD:Z	RFIN:X	RFIN:Y	RFIN:Z	RFRM:X	RFRM:Y	RFRM:Z	RFWT:X	RFWT:Y	RFWT:Z	RHEE:X	RHEE:Y	RHEE:Z	RKNE:X	RKNE:Y	RKNE:Z	RMT5:X	RMT5:Y	RMT5:Z	RSHN:X	RSHN:Y	RSHN:Z	RSHO:X	RSHO:Y	RSHO:Z	RTHI:X	RTHI:Y	RTHI:Z	RTOE:X	RTOE:Y	RTOE:Z	RUPA:X	RUPA:Y	RUPA:Z	RWRA:X	RWRA:Y	RWRA:Z	RWRB:X	RWRB:Y	RWRB:Z	STRN:X	STRN:Y	STRN:Z	T10:X	T10:Y	T10:Z
23	0.1833	59.512	-28.751	1430.2	43.591	139.12	1360.5	-69.508	-15.87	105.01	-33.698	55.648	1574.9	-42.302	-73.321	947.14	-248.1	-14.685	1140.6	-4.4827	175.03	1613.7	-334.25	122.12	718.78	-268.6	-24.062	1052.3	-75.536	115.37	948.28	-31.07	-86.357	29.112	-99.444	33.698	458.63	-104.39	84.244	37.511	-105.01	15.303	312.3	-87.954	41.323	1412.7	-131.7	87.645	720.12	-60.955	179.57	40.911	-214.29	8.5532	1247.7	-267.78	134.53	901.18	-356.45	35.965	897.42	144.58	-30.709	92.334	137.42	-89.345	1311.4	100.68	2.937	1572.5	118.61	-72.496	942.2	353.47	-8.0895	1135.4	129.38	178.18	1618.2	459.87	171.79	742.9	408.65	26.948	990.68	173.38	120.78	935.55	77.649	-89.242	35.81	181.78	49.207	452.96	195.33	76.979	36.429	173.23	16.334	271.59	192.5	62.346	1410.3	210.69	90.53	615.11	159.06	172.92	42.663	291.22	52.401	1326.5	392.93	164.21	924.99	458.06	61.779	878.15	41.478	172.51	1188.8	49.155	-99.65	1224.5
24	0.1917	59.409	-28.648	1430.3	43.23	139.27	1360.5	-69.456	-16.024	105.06	-33.904	55.648	1574.8	-42.354	-73.012	946.99	-248.25	-14.582	1140.6	-4.6373	174.93	1613.4	-334.4	122.12	718.78	-268.65	-23.959	1052.2	-75.639	115.73	948.33	-31.121	-86.357	29.112	-99.444	33.749	458.53	-104.49	84.038	37.408	-104.96	15.355	312.3	-88.212	41.427	1412.4	-131.6	87.8	720.17	-60.955	179.51	40.86	-214.29	8.6563	1247.5	-268.09	134.69	901.34	-356.76	36.171	897.32	144.53	-30.503	92.385	137.11	-89.191	1311.5	100.42	2.8339	1572.1	118.46	-72.342	942.14	353.31	-7.9865	1135.5	129.12	178.07	1618.2	460.07	171.63	742.95	408.55	26.845	990.78	173.43	120.88	935.6	77.597	-89.088	35.862	181.78	49.31	453.01	195.23	76.979	36.377	173.23	16.385	271.64	192.24	62.346	1410.3	210.58	90.582	615.11	159.01	172.71	42.715	291.17	52.453	1326.8	392.93	164.26	925.14	457.8	61.418	878.05	41.375	172.56	1188.8	49.001	-99.547	1224.5
25	0.2000	59.151	-28.494	1430.2	42.869	139.58	1360.5	-69.456	-15.921	104.96	-34.213	55.648	1574.8	-42.354	-72.806	946.94	-248.25	-14.582	1140.4	-4.6888	174.88	1613.3	-334.76	122.17	718.73	-268.6	-23.959	1051.9	-75.846	115.93	948.17	-31.224	-86.305	29.06	-99.444	33.749	458.58	-104.55	83.935	37.356	-105.01	15.458	312.3	-88.469	41.53	1412.1	-131.54	87.8	720.12	-61.006	179.51	40.86	-214.4	8.9654	1247.4	-268.34	134.84	901.39	-357.12	36.326	897.21	144.63	-30.555	92.385	136.85	-89.036	1311.5	100.27	2.8339	1572	118.35	-72.187	942.35	353.21	-7.8319	1135.5	128.92	178.07	1618.2	460.17	171.58	743	408.44	26.69	990.84	173.38	121.03	935.5	77.546	-89.036	35.81	181.78	49.516	453.22	195.13	77.082	36.48	173.18	16.54	271.75	192.04	62.346	1410.3	210.58	90.685	615.21	159.01	172.61	42.715	291.02	52.556	1327	393.04	164.31	925.3	457.8	61.47	878.41	41.169	172.71	1188.8	48.949	-99.444	1224.5
26	0.2083	58.688	-28.236	1430	42.612	139.89	1360.6	-69.405	-15.818	104.8	-34.522	55.596	1574.5	-42.354	-72.651	947.04	-248.4	-14.53	1140.2	-4.8434	174.72	1613.2	-335.33	122.37	718.63	-268.55	-23.908	1051.6	-76	116.19	948.17	-31.224	-86.305	28.957	-99.393	33.698	458.68	-104.55	84.141	37.304	-105.16	15.715	312.09	-88.572	41.684	1412	-131.6	87.903	720.07	-61.058	179.51	40.86	-214.55	9.2746	1247.2	-268.71	135	901.34	-357.33	36.429	897.01	144.58	-30.555	92.437	136.54	-88.83	1311.5	100.01	2.8339	1572	118.25	-72.033	942.56	353.16	-7.7804	1135.6	128.71	178.18	1618.6	460.23	171.48	743.1	408.34	26.536	990.89	173.33	121.14	935.55	77.546	-89.088	35.81	181.78	49.671	453.42	195.13	77.185	36.532	173.23	16.694	271.85	191.78	62.346	1410.2	210.64	90.84	615.27	159.01	172.66	42.663	290.71	52.762	1327	393.09	164.47	925.55	458.01	61.728	879.03	40.86	172.97	1188.8	48.846	-99.341	1224.6
27	0.2167	58.275	-28.081	1430	42.457	139.94	1360.7	-69.405	-15.973	104.91	-34.625	55.596	1574.4	-42.302	-72.599	947.04	-248.77	-14.273	1140	-5.101	174.57	1613.2	-336.1	122.73	718.47	-268.65	-23.908	1051.4	-76.206	116.34	948.17	-31.224	-86.357	28.906	-99.393	33.595	458.78	-104.65	84.347	37.304	-105.32	15.921	311.88	-88.675	41.839	1412.1	-131.7	88.109	719.97	-61.161	179.46	40.86	-214.71	9.4807	1247.1	-269.07	134.95	901.34	-357.54	36.532	896.75	144.43	-30.503	92.385	136.08	-88.521	1311.5	99.599	2.8339	1571.9	118.25	-71.878	942.61	353.05	-7.7288	1135.7	128.45	178.23	1618.9	460.17	171.27	743.15	408.34	26.536	991.09	173.23	121.29	935.65	77.546	-89.088	35.862	181.73	49.774	453.48	195.23	77.082	36.48	173.23	16.746	271.9	191.57	62.449	1410	210.64	90.943	615.32	159.01	172.71	42.56	290.5	52.968	1326.9	393.09	164.57	925.81	458.32	62.14	879.8	40.499	173.13	1188.8	48.692	-99.135	1224.6
28	0.2250	57.966	-27.927	1430	42.251	139.89	1360.8	-69.456	-16.282	105.01	-34.78	55.751	1574.2	-42.457	-72.496	946.94	-249.02	-14.118	1139.7	-5.4617	174.52	1612.9	-336.67	123.04	718.47	-268.91	-23.908	1051.4	-76.309	116.45	947.97	-31.276	-86.305	28.906	-99.444	33.646	458.89	-104.7	84.244	37.304	-105.37	15.973	311.83	-88.83	41.942	1412	-131.8	88.366	719.76	-61.161	179.41	40.757	-214.96	9.6868	1246.9	-269.43	135	901.28	-357.74	36.532	896.65	144.53	-30.606	92.385	135.67	-88.315	1311.5	99.238	2.7309	1571.8	118.25	-71.672	942.71	352.85	-7.6773	1135.8	128.2	178.23	1619	459.97	171.01	743.2	408.39	26.639	991.3	173.07	121.5	935.7	77.494	-89.088	35.862	181.68	49.774	453.42	195.18	77.082	36.377	173.18	16.746	271.85	191.31	62.655	1410.3	210.58	91.097	615.42	158.96	172.77	42.406	290.35	53.02	1326.9	393.04	164.62	925.97	458.37	62.243	880.26	40.293	173.23	1188.9	48.486	-98.878	1224.3
29	0.2333	57.76	-27.772	1429.8	42.045	139.79	1360.9	-69.611	-16.282	104.85	-35.037	55.854	1574	-42.56	-72.342	946.73	-249.23	-14.118	1139.4	-5.7709	174.67	1612.6	-336.72	123.4	718.52	-269.22	-23.908	1051.3	-76.361	116.5	947.81	-31.379	-86.305	28.803	-99.547	33.801	458.83	-104.6	84.296	37.356	-105.42	16.076	311.68	-89.088	42.045	1412	-131.85	88.521	719.76	-61.109	179.46	40.705	-215.27	9.8929	1246.6	-269.79	135.2	901.08	-357.79	36.532	896.54	144.63	-30.761	92.385	135.41	-88.315	1311.4	98.981	2.6793	1571.8	118.15	-71.517	942.92	352.69	-7.5227	1136	127.94	178.12	1619.2	459.87	170.91	743.2	408.39	26.742	991.45	173.02	121.6	935.76	77.288	-89.088	35.81	181.73	49.722	453.42	195.08	77.134	36.222	173.13	16.9	271.85	191.06	62.913	1410.7	210.58	91.2	615.47	158.96	172.71	42.406	290.19	53.123	1327	392.99	164.73	926.12	458.27	62.243	880.42	40.138	173.43	1188.8	48.176	-98.62	1224
30	0.2417	57.606	-27.772	1429.8	41.993	139.84	1360.9	-69.714	-15.818	104.8	-35.192	55.905	1573.8	-42.56	-72.29	946.68	-249.38	-14.118	1139.3	-5.8739	175.03	1612.8	-336.77	123.66	718.37	-269.43	-23.908	1051.2	-76.309	116.65	947.66	-31.379	-86.305	28.803	-99.599	33.955	458.83	-104.6	84.296	37.408	-105.47	16.076	311.68	-89.294	42.045	1411.9	-131.91	88.572	719.86	-61.161	179.46	40.654	-215.53	9.996	1246.4	-270.2	135.31	900.92	-357.9	36.48	896.39	144.63	-30.761	92.488	135.2	-88.263	1311.5	98.878	2.7309	1571.9	118.15	-71.311	942.97	352.64	-7.4712	1136.2	127.68	177.81	1619.2	459.76	170.86	743.41	408.34	26.845	991.45	172.92	121.6	935.86	77.134	-88.985	35.656	181.73	49.877	453.58	194.97	77.185	36.171	173.07	17.055	271.85	190.8	63.067	1410.9	210.64	91.252	615.47	159.01	172.71	42.406	290.04	53.226	1327.1	392.78	164.78	926.27	458.22	62.346	880.52	39.881	173.74	1188.7	48.022	-98.414	1224
31	0.2500	57.399	-27.721	1430	41.942	139.89	1360.8	-69.766	-15.612	104.7	-35.243	56.008	1574	-42.509	-72.187	946.88	-249.64	-14.118	1139.2	-5.9254	175.24	1613.2	-336.98	123.66	718.01	-269.58	-23.856	1051.2	-76.412	116.81	947.55	-31.379	-86.305	28.751	-99.702	34.11	458.89	-104.7	84.193	37.253	-105.47	15.921	311.78	-89.603	42.045	1411.5	-131.91	88.727	719.97	-61.212	179.51	40.602	-215.69	9.9444	1246.4	-270.46	135.31	901.03	-358.05	36.48	896.18	144.58	-30.658	92.54	135.1	-88.366	1311.7	98.774	2.8339	1572	118.2	-71.105	942.87	352.54	-7.5227	1136.4	127.47	177.56	1619.2	459.66	170.86	743.72	408.29	26.948	991.56	172.92	121.65	935.96	77.082	-88.882	35.553	181.73	49.928	453.58	194.87	77.134	36.171	173.07	17.106	271.69	190.54	63.222	1410.8	210.58	91.252	615.47	158.96	172.82	42.354	289.93	53.329	1327.1	392.57	164.57	926.22	458.06	62.346	880.83	39.417	174.1	1188.4	47.97	-98.259	1224.1
32	0.2583	57.245	-27.669	1430	41.839	139.89	1360.6	-69.663	-15.921	104.55	-35.501	56.06	1574	-42.56	-72.033	947.19	-249.85	-14.118	1139.2	-6.0285	175.24	1613.2	-337.18	123.71	717.85	-269.79	-23.856	1051.2	-76.412	116.96	947.45	-31.328	-86.305	28.751	-99.753	34.161	458.89	-104.75	84.244	37.201	-105.47	15.921	311.88	-89.757	41.993	1411.3	-131.91	88.933	719.86	-61.264	179.46	40.499	-215.79	9.9444	1246.3	-270.51	135.33	901.03	-358.1	36.532	895.98	144.58	-30.555	92.54	135.05	-88.521	1311.9	98.568	2.9885	1571.9	118.1	-71.054	942.92	352.28	-7.6258	1136.5	127.37	177.45	1619.3	459.61	170.96	743.77	408.19	26.948	991.66	172.87	121.75	936.06	77.082	-88.985	35.604	181.73	49.825	453.48	194.92	76.979	36.068	173.02	16.952	271.44	190.23	63.273	1410.9	210.53	91.2	615.47	158.9	172.87	42.354	289.83	53.484	1327.1	392.42	164.37	926.17	458.22	62.397	881.29	39.159	174.21	1188.3	47.919	-98.208	1224.1
33	0.2667	57.09	-27.515	1429.9	41.633	139.99	1360.4	-69.559	-16.127	104.55	-36.016	55.905	1574	-42.766	-71.878	947.19	-249.95	-13.963	1139.2	-6.2346	175.14	1613.2	-337.23	123.76	718.11	-269.89	-23.805	1051.2	-76.464	117.17	947.45	-31.379	-86.254	28.854	-99.753	34.213	458.83	-104.7	84.296	37.201	-105.47	15.921	311.88	-89.861	41.993	1411.3	-132.06	89.139	719.71	-61.264	179.36	40.448	-215.94	9.996	1246.1	-270.56	135.36	901.03	-358.26	36.686	895.98	144.58	-30.452	92.591	134.95	-88.315	1312.1	98.311	3.04	1571.8	117.99	-70.951	943.12	352.02	-7.6773	1136.5	127.17	177.4	1619.3	459.56	171.01	743.77	407.98	26.845	991.71	172.77	121.81	936.06	77.134	-89.088	35.604	181.73	49.928	453.48	194.97	77.082	36.119	172.97	16.797	271.33	189.97	63.376	1410.9	210.53	91.149	615.47	158.96	172.87	42.251	289.68	53.638	1327.1	392.26	164.37	926.17	458.27	62.449	881.5	39.211	174.31	1188.4	47.816	-98.105	1223.9
34	0.2750	56.781	-27.36	1429.9	41.375	140.2	1360.3	-69.508	-16.076	104.6	-36.48	55.545	1574.3	-43.127	-71.672	946.83	-250.05	-13.809	1139.1	-6.4922	174.88	1613.3	-337.39	123.82	718.42	-270.1	-23.702	1051.2	-76.567	117.43	947.35	-31.431	-86.151	28.957	-99.702	34.264	458.78	-104.65	84.296	37.253	-105.52	15.921	311.88	-90.015	41.993	1411.2	-132.21	89.551	719.66	-61.161	179.41	40.551	-216.1	10.099	1246	-270.77	135.46	900.72	-358.51	36.738	896.08	144.63	-30.452	92.643	134.74	-88.109	1312.1	97.899	2.9885	1571.7	117.84	-70.899	943.07	351.76	-7.7804	1136.5	127.01	177.4	1619.1	459.35	171.17	743.82	407.82	26.845	991.76	172.77	121.86	935.96	77.185	-89.088	35.656	181.73	49.98	453.58	194.92	77.237	36.326	172.87	16.797	271.44	189.87	63.531	1410.8	210.58	91.2	615.47	159.01	172.82	42.251	289.37	53.793	1327.1	392.11	164.47	926.27	457.91	62.346	881.45	39.366	174.41	1188.4	47.61	-97.95	1223.7
35	0.2833	56.524	-27.154	1430	41.169	140.41	1360.3	-69.508	-15.973	104.55	-36.635	55.338	1574.6	-43.436	-71.62	946.73	-250.31	-13.963	1139.1	-6.7498	174.77	1613.5	-337.49	123.97	718.73	-270.3	-23.547	1051.2	-76.464	117.84	947.09	-31.379	-86.151	29.06	-99.702	34.264	458.68	-104.55	84.399	37.304	-105.47	15.973	311.94	-90.118	41.993	1411.1	-132.32	89.964	719.66	-61.058	179.51	40.654	-216.2	10.099	1246.1	-270.97	135.51	900.67	-358.67	36.738	896.03	144.48	-30.349	92.591	134.64	-88.057	1312	97.589	2.937	1571.7	117.68	-70.848	942.97	351.56	-7.8834	1136.5	126.75	177.35	1619.1	459.09	171.37	743.82	407.67	26.896	991.92	172.71	121.86	936.01	77.185	-88.985	35.759	181.58	49.928	453.48	194.87	77.134	36.377	172.82	16.849	271.69	189.67	63.686	1410.7	210.58	91.355	615.58	159.01	172.77	42.302	289.11	53.844	1327.3	391.9	164.52	926.38	458.06	62.604	881.81	39.366	174.41	1188.3	47.455	-97.744	1223.6
36	0.2917	56.42	-26.948	1429.9	41.066	140.56	1360.2	-69.456	-15.87	104.7	-36.892	55.287	1574.7	-43.539	-71.62	946.78	-250.47	-14.118	1139.2	-6.9044	174.83	1613.7	-337.54	124.18	718.78	-270.51	-23.547	1051.1	-76.361	118.15	946.94	-31.276	-86.254	29.06	-99.702	34.264	458.53	-104.44	84.45	37.356	-105.37	15.921	311.99	-90.17	41.942	1411.1	-132.32	90.221	719.71	-61.058	179.51	40.705	-216.25	10.151	1246.4	-271.18	135.46	900.67	-358.77	36.738	896.03	144.32	-30.349	92.591	134.53	-88.006	1312	97.435	2.937	1571.5	117.48	-70.796	942.81	351.51	-7.8834	1136.4	126.44	177.3	1619.2	458.83	171.48	743.77	407.46	26.845	992.07	172.56	121.91	936.06	77.237	-88.933	35.759	181.42	49.877	453.37	194.92	77.031	36.326	172.87	16.797	271.9	189.41	63.84	1410.8	210.53	91.406	615.58	159.01	172.87	42.406	288.96	53.741	1327.5	391.59	164.62	926.53	458.53	62.913	882.07	39.159	174.31	1188.2	47.403	-97.435	1223.6
37	0.3000	56.369	-26.845	1429.9	41.117	140.56	1360	-69.508	-15.87	104.91	-37.098	55.338	1574.7	-43.9	-71.311	946.63	-250.62	-14.015	1139.2	-7.059	174.88	1613.8	-337.6	124.13	718.68	-270.66	-23.599	1051.2	-76.412	118.25	947.04	-31.173	-86.305	29.009	-99.702	34.11	458.47	-104.49	84.399	37.408	-105.37	15.818	312.04	-90.273	41.993	1411.1	-132.42	90.221	719.66	-61.058	179.46	40.705	-216.36	10.099	1246.6	-271.39	135.46	900.56	-358.98	36.686	896.08	144.43	-30.4	92.797	134.38	-88.006	1312	97.28	2.8854	1571.4	117.38	-70.848	942.66	351.35	-7.7804	1136.4	126.13	177.4	1619.4	458.58	171.63	743.72	407.15	26.742	992.18	172.51	122.12	936.12	77.288	-89.088	35.965	181.42	49.98	453.42	195.02	77.031	36.429	172.77	16.746	271.9	189.3	63.943	1410.9	210.43	91.458	615.47	159.06	172.87	42.406	288.9	53.587	1327.6	391.44	164.62	926.64	458.42	62.964	882.01	39.005	174.21	1188.1	47.3	-97.28	1223.7
38	0.3083	56.163	-26.845	1429.9	41.117	140.51	1359.8	-69.663	-15.87	104.91	-37.304	55.235	1574.6	-44.26	-71.054	946.83	-250.98	-13.809	1139.1	-7.2651	175.03	1613.9	-337.6	123.87	718.58	-270.72	-23.599	1051.3	-76.464	118.35	947.3	-31.173	-86.305	29.06	-99.753	34.058	458.47	-104.6	84.296	37.459	-105.47	15.767	312.14	-90.376	42.199	1411.1	-132.52	90.17	719.55	-61.058	179.46	40.705	-216.51	9.996	1246.5	-271.54	135.41	900.51	-359.08	36.686	896.03	144.53	-30.452	93.004	134.22	-87.903	1312	97.074	2.8854	1571.4	117.27	-70.745	942.76	350.99	-7.7804	1136.3	125.83	177.66	1619.7	458.37	171.68	743.67	406.95	26.639	992.02	172.51	122.17	936.22	77.237	-89.345	36.068	181.42	49.98	453.42	195.13	77.134	36.377	172.56	16.746	271.8	189.25	64.046	1411	210.33	91.458	615.32	159.06	172.82	42.509	288.96	53.432	1327.5	391.28	164.62	926.58	457.8	62.758	881.65	39.005	174.26	1188.2	47.043	-97.126	1223.9
39	0.3167	55.905	-26.742	1429.8	41.066	140.46	1359.8	-69.611	-16.024	104.75	-37.562	55.132	1574.6	-44.415	-71.002	947.14	-251.24	-13.912	1139	-7.5743	175.08	1614	-337.49	123.71	718.32	-270.72	-23.65	1051.3	-76.515	118.46	947.4	-31.173	-86.305	29.112	-99.805	34.058	458.42	-104.65	84.347	37.459	-105.58	15.767	312.14	-90.53	42.251	1411.3	-132.58	90.221	719.55	-61.058	179.46	40.705	-216.66	9.8929	1246.5	-271.69	135.31	900.46	-359.24	36.738	895.93	144.43	-30.349	93.055	134.07	-87.851	1312	96.816	2.8339	1571.4	117.22	-70.59	942.92	350.53	-7.8319	1136.1	125.62	177.81	1619.7	458.17	171.68	743.62	406.74	26.69	991.87	172.46	122.06	936.22	77.185	-89.294	35.862	181.32	49.928	453.32	195.13	77.185	36.326	172.56	16.746	271.64	189.1	64.046	1410.9	210.12	91.406	615.32	159.06	172.87	42.612	288.9	53.226	1327.7	391.18	164.73	926.48	456.83	62.346	881.09	39.005	174.41	1188.2	46.785	-97.023	1223.9
40	0.3250	55.699	-26.69	1429.8	41.117	140.51	1359.7	-69.456	-16.231	104.65	-37.717	55.184	1574.7	-44.621	-70.899	947.04	-251.34	-14.066	1139	-7.9865	174.88	1614.2	-337.44	123.51	717.85	-270.77	-23.65	1051.2	-76.67	118.51	947.3	-31.173	-86.305	29.112	-99.753	33.955	458.37	-104.55	84.296	37.459	-105.63	15.715	312.09	-90.736	42.148	1411.3	-132.73	90.273	719.55	-61.058	179.46	40.654	-216.77	9.6868	1246.6	-271.95	135.25	900.25	-359.34	36.686	895.77	144.37	-30.349	93.055	134.02	-87.8	1312	96.61	2.6793	1571.4	117.17	-70.538	942.97	350.12	-7.8834	1135.9	125.52	177.76	1619.7	457.96	171.68	743.62	406.48	26.742	991.87	172.46	122.12	936.17	77.185	-89.139	35.707	181.16	50.134	453.32	195.08	77.237	36.48	172.46	16.694	271.59	188.84	64.046	1410.9	209.76	91.355	615.42	159.11	172.92	42.56	288.7	53.329	1327.7	391.03	164.83	926.53	456.1	62.088	880.78	38.85	174.41	1188.1	46.476	-97.074	1224
41	0.3333	55.545	-26.69	1429.8	41.066	140.56	1359.7	-69.405	-16.127	104.55	-37.923	55.132	1574.7	-44.827	-70.848	946.78	-251.44	-14.118	1138.9	-8.2956	174.72	1614.3	-337.34	123.2	717.54	-270.82	-23.599	1051	-76.773	118.51	947.25	-31.224	-86.357	29.112	-99.702	33.852	458.37	-104.55	84.244	37.408	-105.68	15.664	312.04	-90.994	42.199	1411.3	-132.94	90.221	719.45	-61.006	179.46	40.654	-216.97	9.5322	1246.7	-272.11	135.41	900.1	-359.34	36.635	895.72	144.37	-30.452	93.004	133.86	-87.748	1312.1	96.353	2.5248	1571.3	117.01	-70.487	943.02	349.86	-7.8834	1135.8	125.26	177.71	1619.9	457.8	171.68	743.57	406.23	26.845	992.12	172.56	122.06	936.01	77.237	-89.139	35.707	180.91	50.495	453.48	194.97	77.185	36.429	172.25	16.591	271.54	188.63	64.098	1410.8	209.55	91.303	615.63	159.11	172.82	42.457	288.39	53.432	1327.5	390.77	164.88	926.48	455.69	62.037	880.73	38.541	174.47	1188.1	46.064	-97.332	1224.2
42	0.3417	55.441	-26.639	1429.6	40.808	140.61	1359.7	-69.456	-15.921	104.6	-38.283	55.081	1574.8	-44.982	-70.848	946.78	-251.55	-14.066	1138.8	-8.3471	174.77	1614.5	-337.23	122.99	717.44	-270.97	-23.547	1050.8	-76.773	118.66	947.25	-31.379	-86.357	29.06	-99.805	33.801	458.27	-104.49	84.347	37.304	-105.83	15.612	311.99	-91.097	42.354	1411.1	-133.04	90.273	719.4	-61.006	179.46	40.551	-217.28	9.5837	1246.7	-272.11	135.46	900.1	-359.39	36.583	895.62	144.32	-30.452	93.004	133.45	-87.8	1312.3	95.992	2.3702	1571.3	116.76	-70.332	943.02	349.76	-7.8834	1135.8	125.1	177.61	1620	457.65	171.63	743.46	405.92	26.999	992.33	172.56	122.06	935.91	77.34	-89.139	35.707	180.65	50.598	453.53	194.82	77.134	36.119	172.15	16.591	271.44	188.58	64.098	1410.9	209.4	91.252	615.83	159.01	172.71	42.354	288.44	53.226	1327.4	390.41	164.98	926.43	455.28	62.037	880.62	38.283	174.57	1188.1	45.858	-97.435	1224.3
43	0.3500	55.184	-26.639	1429.5	40.705	140.61	1359.6	-69.508	-16.076	104.75	-38.593	55.132	1574.8	-45.136	-70.745	946.78	-251.7	-13.963	1138.7	-8.6563	174.88	1614.7	-337.23	122.89	717.39	-271.23	-23.496	1050.7	-76.928	118.97	947.14	-31.431	-86.305	28.957	-99.96	33.852	458.11	-104.44	84.45	37.356	-105.94	15.561	311.94	-91.149	42.457	1411.1	-133.09	90.479	719.55	-61.006	179.41	40.499	-217.54	9.6868	1246.6	-272.11	135.36	900	-359.55	36.583	895.46	144.27	-30.452	93.107	133.19	-87.8	1312.3	95.734	2.3702	1571.3	116.6	-70.178	942.87	349.6	-7.8319	1135.9	124.9	177.61	1620	457.39	171.58	743.36	405.51	27.102	992.48	172.51	122.01	935.86	77.34	-89.139	35.656	180.6	50.444	453.32	194.82	77.237	36.119	172.15	16.643	271.44	188.48	64.098	1410.9	209.35	91.303	615.83	158.96	172.77	42.251	288.44	53.02	1327.3	390.1	164.98	926.22	454.92	62.037	880.37	38.077	174.77	1188	45.806	-97.229	1224.4
44	0.3583	54.875	-26.69	1429.6	40.499	140.66	1359.7	-69.508	-16.334	104.8	-38.799	55.184	1574.9	-45.188	-70.59	946.78	-251.81	-13.86	1138.7	-9.12	174.83	1614.8	-337.34	122.73	717.13	-271.44	-23.496	1050.7	-77.134	119.23	947.04	-31.482	-86.305	28.957	-100.06	33.801	457.96	-104.55	84.399	37.356	-105.83	15.612	311.83	-91.252	42.457	1411	-133.14	90.633	719.55	-61.109	179.36	40.499	-217.7	9.6868	1246.6	-272.16	135.25	899.89	-359.6	36.532	895.41	144.27	-30.452	93.055	133.04	-87.8	1312.1	95.58	2.3186	1571.3	116.5	-70.126	942.71	349.34	-7.7288	1135.9	124.74	177.61	1619.9	457.13	171.63	743.31	404.99	26.948	992.23	172.46	121.91	935.81	77.185	-89.191	35.553	180.7	50.444	453.17	194.87	77.237	36.326	172.2	16.746	271.54	188.33	64.098	1410.9	209.3	91.406	615.78	158.9	172.82	42.251	288.03	53.071	1327.1	389.74	164.93	926.07	454.56	61.985	880.11	37.871	174.93	1187.8	45.652	-97.126	1224.5
45	0.3667	54.72	-26.587	1429.6	39.984	140.87	1360	-69.405	-16.334	104.8	-39.005	55.132	1574.9	-45.342	-70.487	946.83	-251.86	-13.809	1138.6	-9.3261	174.72	1614.8	-337.44	122.73	716.87	-271.54	-23.547	1050.6	-77.288	119.44	946.99	-31.482	-86.305	28.906	-100.01	33.749	457.91	-104.65	84.193	37.253	-105.83	15.715	311.68	-91.509	42.406	1411	-133.4	90.53	719.4	-61.264	179.41	40.499	-217.8	9.6868	1246.6	-272.26	135.05	899.74	-359.65	36.532	895.26	144.32	-30.4	93.004	132.88	-87.696	1312.1	95.425	2.3702	1571.4	116.29	-70.178	942.71	348.93	-7.5743	1135.9	124.59	177.56	1620	456.72	171.63	743.31	404.37	26.845	991.82	172.4	121.96	935.65	77.082	-89.191	35.45	180.6	50.701	453.32	194.72	77.185	36.222	172.2	16.797	271.59	188.22	64.098	1410.8	209.25	91.355	615.88	158.8	172.92	42.406	287.72	53.226	1327	389.38	164.98	925.86	454.25	61.779	879.75	37.665	174.93	1187.8	45.394	-96.92	1224.3
46	0.3750	54.669	-26.33	1429.4	39.726	140.87	1360.1	-69.405	-16.179	104.7	-39.108	55.184	1574.7	-45.446	-70.487	946.94	-251.91	-13.706	1138.6	-9.3776	174.62	1614.6	-337.6	122.79	716.77	-271.59	-23.547	1050.6	-77.443	119.59	946.99	-31.482	-86.254	28.854	-100.06	33.749	457.91	-104.7	84.141	37.201	-105.99	15.715	311.63	-91.767	42.354	1411	-133.61	90.582	719.4	-61.264	179.36	40.499	-217.9	9.7383	1246.7	-272.31	134.79	899.48	-359.8	36.532	895.1	144.27	-30.349	93.004	132.63	-87.593	1312	95.219	2.4217	1571.7	115.93	-70.126	942.81	348.52	-7.4712	1135.8	124.33	177.45	1620.1	456.16	171.63	743.41	403.91	26.948	991.51	172.3	122.01	935.55	77.082	-89.294	35.501	180.44	50.959	453.32	194.51	77.185	35.965	172.15	16.797	271.64	188.22	64.149	1410.9	209.25	91.303	615.94	158.7	172.97	42.457	287.67	53.38	1326.9	388.97	165.04	925.66	453.84	61.47	879.18	37.562	174.93	1187.8	45.136	-96.713	1224.2
